date,plot_id,greenhouse_id,farm_id,input_type,quantity,unit_cost,total_cost,reason,purpose,is_precision_action
2025-05-16,P0016,GH019,F08,Energy,42.78846513,0.19,8.13,Routine,Routine,0
2025-07-02,P0016,GH019,F08,Fertilizer,16.2575107,1.95,31.7,Shock response,Response to alert,1
2025-07-02,P0016,GH019,F08,Water,751.8715603,0.0025,1.88,Shock response,Routine,0
2025-07-02,P0016,GH019,F08,Energy,37.76308188,0.19,7.17,Irrigation adjustment,Routine,0
2025-07-20,P0016,GH019,F08,Fertilizer,24.15793627,1.95,47.11,Irrigation adjustment,Routine,0
2025-07-20,P0016,GH019,F08,Water,766.878797,0.0025,1.92,Growth phase,Routine,0
2025-07-20,P0016,GH019,F08,Labor,0.81815018,28,22.91,Routine,Routine,0
2025-07-20,P0016,GH019,F08,Energy,30.29907451,0.19,5.76,Routine,Routine,0
2025-07-30,P0016,GH019,F08,Fertilizer,22.76683623,1.95,44.4,Routine,Routine,0
2025-07-30,P0016,GH019,F08,Pesticide,1.618102162,14,22.65,Growth phase,Routine,0
2025-07-30,P0016,GH019,F08,Water,577.402812,0.0025,1.44,Growth phase,Routine,0
2025-08-03,P0016,GH019,F08,Fertilizer,24.66312751,1.95,48.09,Routine,Routine,0
2025-08-03,P0016,GH019,F08,Pesticide,2.115091355,14,29.61,Shock response,Response to alert,1
2025-08-03,P0016,GH019,F08,Water,756.1823159,0.0025,1.89,Growth phase,Routine,0
2025-08-03,P0016,GH019,F08,Labor,2.204399168,28,61.72,Pest response,Routine,0
2025-08-03,P0016,GH019,F08,Energy,50.3755932,0.19,9.57,Routine,Routine,0
2025-09-01,P0016,GH019,F08,Fertilizer,4.198398516,1.95,8.19,Growth phase,Routine,0
2025-09-01,P0016,GH019,F08,Pesticide,2.159521778,14,30.23,Routine,Routine,0
2025-09-01,P0016,GH019,F08,Water,703.185394,0.0025,1.76,Irrigation adjustment,Routine,0
2025-09-01,P0016,GH019,F08,Labor,2.012142857,28,56.34,Growth phase,Routine,0
2025-09-01,P0016,GH019,F08,Energy,24.34887024,0.19,4.63,Shock response,Routine,0
2025-02-28,P0017,GH004,F01,Fertilizer,21.11543554,1.95,41.18,Growth phase,Response to alert,1
2025-02-28,P0017,GH004,F01,Pesticide,2.663060595,14,37.28,Growth phase,Routine,0
2025-02-28,P0017,GH004,F01,Water,629.2518642,0.0025,1.57,Pest response,Routine,0
2025-02-28,P0017,GH004,F01,Energy,34.8536436,0.19,6.62,Shock response,Routine,0
2025-03-01,P0017,GH004,F01,Fertilizer,11.40311252,1.95,22.24,Irrigation adjustment,Response to alert,1
2025-03-01,P0017,GH004,F01,Pesticide,2.96647308,14,41.53,Irrigation adjustment,Response to alert,1
2025-03-01,P0017,GH004,F01,Labor,0.981863062,28,27.49,Shock response,Routine,0
2025-03-12,P0017,GH004,F01,Fertilizer,30.57197425,1.95,59.62,Growth phase,Routine,0
2025-03-12,P0017,GH004,F01,Pesticide,1.833974122,14,25.68,Routine,Routine,0
2025-03-12,P0017,GH004,F01,Water,308.7178561,0.0025,0.77,Growth phase,Routine,0
2025-03-12,P0017,GH004,F01,Labor,1.458569584,28,40.84,Shock response,Routine,0
2025-03-12,P0017,GH004,F01,Energy,28.69825589,0.19,5.45,Pest response,Routine,0
2025-04-08,P0017,GH004,F01,Fertilizer,16.4989496,1.95,32.17,Routine,Response to alert,1
2025-04-08,P0017,GH004,F01,Pesticide,1.908800445,14,26.72,Shock response,Routine,0
2025-04-08,P0017,GH004,F01,Water,744.2214868,0.0025,1.86,Irrigation adjustment,Routine,0
2025-04-08,P0017,GH004,F01,Labor,2.075092737,28,58.1,Pest response,Routine,0
2025-04-27,P0017,GH004,F01,Pesticide,3.059186135,14,42.83,Irrigation adjustment,Routine,0
2025-04-27,P0017,GH004,F01,Water,660.1646336,0.0025,1.65,Irrigation adjustment,Routine,0
2025-04-27,P0017,GH004,F01,Labor,1.444417829,28,40.44,Growth phase,Routine,0
2025-04-27,P0017,GH004,F01,Energy,32.75741937,0.19,6.22,Shock response,Routine,0
2025-05-12,P0017,GH004,F01,Fertilizer,19.19693125,1.95,37.43,Routine,Routine,0
2025-05-12,P0017,GH004,F01,Pesticide,3.789858922,14,53.06,Pest response,Routine,0
2025-05-12,P0017,GH004,F01,Water,514.3851718,0.0025,1.29,Routine,Routine,0
2025-05-12,P0017,GH004,F01,Labor,0.1,28,2.8,Growth phase,Routine,0
2025-05-12,P0017,GH004,F01,Energy,37.93395,0.19,7.21,Pest response,Routine,0
2025-05-20,P0017,GH004,F01,Fertilizer,16.36195638,1.95,31.91,Irrigation adjustment,Response to alert,1
2025-05-20,P0017,GH004,F01,Water,709.082677,0.0025,1.77,Pest response,Routine,0
2025-05-20,P0017,GH004,F01,Labor,1.359669792,28,38.07,Growth phase,Routine,0
2025-05-20,P0017,GH004,F01,Energy,43.59803081,0.19,8.28,Shock response,Routine,0
2025-05-25,P0017,GH004,F01,Fertilizer,13.91277997,1.95,27.13,Routine,Response to alert,1
2025-05-25,P0017,GH004,F01,Pesticide,2.904131252,14,40.66,Pest response,Routine,0
2025-05-25,P0017,GH004,F01,Water,789.8092029,0.0025,1.97,Pest response,Routine,0
2025-05-25,P0017,GH004,F01,Labor,2.014768999,28,56.41,Shock response,Routine,0
2025-05-25,P0017,GH004,F01,Energy,37.00738007,0.19,7.03,Shock response,Routine,0
2025-07-09,P0017,GH004,F01,Fertilizer,14.73174231,1.95,28.73,Irrigation adjustment,Routine,0
2025-07-09,P0017,GH004,F01,Pesticide,2.893109872,14,40.5,Pest response,Routine,0
2025-07-09,P0017,GH004,F01,Water,563.0835966,0.0025,1.41,Growth phase,Routine,0
2025-07-09,P0017,GH004,F01,Energy,48.07187825,0.19,9.13,Pest response,Routine,0
2025-07-26,P0017,GH004,F01,Fertilizer,28.85794793,1.95,56.27,Routine,Response to alert,1
2025-07-26,P0017,GH004,F01,Pesticide,1.678759971,14,23.5,Growth phase,Response to alert,1
2025-07-26,P0017,GH004,F01,Water,486.4433973,0.0025,1.22,Shock response,Routine,0
2025-08-03,P0017,GH004,F01,Fertilizer,13.77343582,1.95,26.86,Irrigation adjustment,Routine,0
2025-08-03,P0017,GH004,F01,Water,662.1092434,0.0025,1.66,Irrigation adjustment,Routine,0
2025-08-03,P0017,GH004,F01,Labor,2.160868486,28,60.5,Irrigation adjustment,Routine,0
2025-08-13,P0017,GH004,F01,Water,702.072919,0.0025,1.76,Pest response,Routine,0
2025-08-13,P0017,GH004,F01,Labor,3.216134002,28,90.05,Irrigation adjustment,Routine,0
2025-08-27,P0017,GH004,F01,Fertilizer,24.44836644,1.95,47.67,Pest response,Response to alert,1
2025-08-27,P0017,GH004,F01,Pesticide,2.401763969,14,33.62,Routine,Response to alert,1
2025-08-27,P0017,GH004,F01,Water,591.8758316,0.0025,1.48,Irrigation adjustment,Routine,0
2025-08-27,P0017,GH004,F01,Labor,1.490055553,28,41.72,Growth phase,Routine,0
2025-08-27,P0017,GH004,F01,Energy,37.61129258,0.19,7.15,Shock response,Routine,0
2025-03-03,P0018,GH013,F08,Fertilizer,11.69078881,1.95,22.8,Pest response,Routine,0
2025-03-03,P0018,GH013,F08,Water,681.9777637,0.0025,1.7,Growth phase,Routine,0
2025-03-03,P0018,GH013,F08,Energy,37.37061453,0.19,7.1,Routine,Routine,0
2025-03-10,P0018,GH013,F08,Fertilizer,9.051569111,1.95,17.65,Shock response,Routine,0
2025-03-10,P0018,GH013,F08,Water,694.3997749,0.0025,1.74,Routine,Routine,0
2025-03-10,P0018,GH013,F08,Labor,2.668902061,28,74.73,Shock response,Routine,0
2025-03-10,P0018,GH013,F08,Energy,28.24351108,0.19,5.37,Growth phase,Routine,0
2025-03-21,P0018,GH013,F08,Fertilizer,22.46362034,1.95,43.8,Irrigation adjustment,Response to alert,1
2025-03-21,P0018,GH013,F08,Water,427.7382522,0.0025,1.07,Growth phase,Routine,0
2025-03-21,P0018,GH013,F08,Labor,1.743031643,28,48.8,Growth phase,Routine,0
2025-03-21,P0018,GH013,F08,Energy,30.06620754,0.19,5.71,Pest response,Routine,0
2025-04-12,P0018,GH013,F08,Fertilizer,25.92699267,1.95,50.56,Growth phase,Routine,0
2025-04-12,P0018,GH013,F08,Water,489.1130083,0.0025,1.22,Pest response,Routine,0
2025-04-12,P0018,GH013,F08,Labor,1.042000852,28,29.18,Irrigation adjustment,Routine,0
2025-04-12,P0018,GH013,F08,Energy,23.69466324,0.19,4.5,Shock response,Routine,0
2025-05-06,P0018,GH013,F08,Fertilizer,13.17293201,1.95,25.69,Irrigation adjustment,Routine,0
2025-05-06,P0018,GH013,F08,Pesticide,0.932246957,14,13.05,Pest response,Response to alert,1
2025-05-06,P0018,GH013,F08,Water,505.1179125,0.0025,1.26,Pest response,Routine,0
2025-05-06,P0018,GH013,F08,Energy,22.80758284,0.19,4.33,Pest response,Routine,0
2025-05-09,P0018,GH013,F08,Fertilizer,16.13158135,1.95,31.46,Growth phase,Routine,0
2025-05-09,P0018,GH013,F08,Pesticide,1.546150181,14,21.65,Irrigation adjustment,Response to alert,1
2025-05-09,P0018,GH013,F08,Water,648.0148739,0.0025,1.62,Irrigation adjustment,Routine,0
2025-05-09,P0018,GH013,F08,Labor,2.497625447,28,69.93,Irrigation adjustment,Routine,0
2025-05-09,P0018,GH013,F08,Energy,24.24762128,0.19,4.61,Irrigation adjustment,Routine,0
2025-05-23,P0018,GH013,F08,Fertilizer,25.57508491,1.95,49.87,Routine,Routine,0
2025-05-23,P0018,GH013,F08,Pesticide,1.507237479,14,21.1,Shock response,Routine,0
2025-05-23,P0018,GH013,F08,Labor,2.069828585,28,57.96,Pest response,Routine,0
2025-05-23,P0018,GH013,F08,Energy,34.14391126,0.19,6.49,Pest response,Routine,0
2025-08-07,P0018,GH013,F08,Fertilizer,8.578786407,1.95,16.73,Shock response,Routine,0
2025-08-07,P0018,GH013,F08,Pesticide,2.704357806,14,37.86,Irrigation adjustment,Routine,0
2025-08-07,P0018,GH013,F08,Water,751.5013659,0.0025,1.88,Shock response,Routine,0
2025-08-07,P0018,GH013,F08,Labor,2.756541045,28,77.18,Growth phase,Routine,0
2025-08-12,P0018,GH013,F08,Fertilizer,9.436803695,1.95,18.4,Growth phase,Response to alert,1
2025-08-12,P0018,GH013,F08,Pesticide,1.82141701,14,25.5,Growth phase,Routine,0
2025-08-12,P0018,GH013,F08,Water,628.003658,0.0025,1.57,Shock response,Routine,0
2025-08-12,P0018,GH013,F08,Labor,0.673897802,28,18.87,Irrigation adjustment,Routine,0
2025-08-12,P0018,GH013,F08,Energy,47.70421752,0.19,9.06,Irrigation adjustment,Routine,0
2025-03-24,P0019,GH002,F01,Fertilizer,18.82259906,1.95,36.7,Irrigation adjustment,Routine,0
2025-03-24,P0019,GH002,F01,Pesticide,2.554614932,14,35.76,Routine,Response to alert,1
2025-03-24,P0019,GH002,F01,Water,872.6179982,0.0025,2.18,Shock response,Routine,0
2025-03-24,P0019,GH002,F01,Energy,42.11976864,0.19,8,Irrigation adjustment,Routine,0
2025-06-11,P0019,GH002,F01,Fertilizer,17.66574921,1.95,34.45,Irrigation adjustment,Response to alert,1
2025-06-11,P0019,GH002,F01,Pesticide,2.051905907,14,28.73,Irrigation adjustment,Routine,0
2025-06-11,P0019,GH002,F01,Water,820.2499733,0.0025,2.05,Irrigation adjustment,Routine,0
2025-06-12,P0019,GH002,F01,Fertilizer,26.87968924,1.95,52.42,Growth phase,Routine,0
2025-06-12,P0019,GH002,F01,Pesticide,2.355885874,14,32.98,Pest response,Routine,0
2025-06-12,P0019,GH002,F01,Water,564.7229007,0.0025,1.41,Routine,Routine,0
2025-06-12,P0019,GH002,F01,Labor,1.71219126,28,47.94,Growth phase,Routine,0
2025-06-12,P0019,GH002,F01,Energy,26.22082616,0.19,4.98,Growth phase,Routine,0
2025-06-15,P0019,GH002,F01,Fertilizer,25.66060224,1.95,50.04,Pest response,Response to alert,1
2025-06-15,P0019,GH002,F01,Water,325.4869373,0.0025,0.81,Shock response,Routine,0
2025-06-15,P0019,GH002,F01,Labor,1.945181274,28,54.47,Irrigation adjustment,Routine,0
2025-06-15,P0019,GH002,F01,Energy,27.20991045,0.19,5.17,Irrigation adjustment,Routine,0
2025-06-21,P0019,GH002,F01,Fertilizer,16.56586297,1.95,32.3,Pest response,Routine,0
2025-06-21,P0019,GH002,F01,Water,767.7874048,0.0025,1.92,Routine,Routine,0
2025-06-21,P0019,GH002,F01,Labor,1.947937261,28,54.54,Shock response,Routine,0
2025-06-24,P0019,GH002,F01,Water,523.7575696,0.0025,1.31,Pest response,Routine,0
2025-06-24,P0019,GH002,F01,Labor,2.218342487,28,62.11,Routine,Routine,0
2025-06-24,P0019,GH002,F01,Energy,22.72754042,0.19,4.32,Routine,Routine,0
2025-06-27,P0019,GH002,F01,Fertilizer,15.23528338,1.95,29.71,Growth phase,Response to alert,1
2025-06-27,P0019,GH002,F01,Pesticide,2.663281711,14,37.29,Growth phase,Routine,0
2025-06-27,P0019,GH002,F01,Water,703.895994,0.0025,1.76,Pest response,Routine,0
2025-06-27,P0019,GH002,F01,Labor,1.778339396,28,49.79,Shock response,Routine,0
2025-07-09,P0019,GH002,F01,Fertilizer,12.72506075,1.95,24.81,Routine,Routine,0
2025-07-09,P0019,GH002,F01,Pesticide,2.320487196,14,32.49,Routine,Response to alert,1
2025-07-09,P0019,GH002,F01,Water,614.1663018,0.0025,1.54,Shock response,Routine,0
2025-07-09,P0019,GH002,F01,Labor,2.374381729,28,66.48,Shock response,Routine,0
2025-07-09,P0019,GH002,F01,Energy,35.48049979,0.19,6.74,Shock response,Routine,0
2025-08-30,P0019,GH002,F01,Fertilizer,14.66927359,1.95,28.61,Irrigation adjustment,Response to alert,1
2025-08-30,P0019,GH002,F01,Pesticide,1.678716331,14,23.5,Shock response,Response to alert,1
2025-08-30,P0019,GH002,F01,Water,843.3066884,0.0025,2.11,Routine,Routine,0
2025-04-22,P0020,GH015,F02,Fertilizer,7.173954797,1.95,13.99,Routine,Routine,0
2025-04-22,P0020,GH015,F02,Pesticide,2.357458002,14,33,Routine,Response to alert,1
2025-04-22,P0020,GH015,F02,Water,633.9748448,0.0025,1.58,Pest response,Routine,0
2025-04-22,P0020,GH015,F02,Labor,1.791144511,28,50.15,Routine,Routine,0
2025-04-22,P0020,GH015,F02,Energy,33.57350976,0.19,6.38,Routine,Routine,0
2025-05-14,P0020,GH015,F02,Fertilizer,7.962898491,1.95,15.53,Growth phase,Response to alert,1
2025-05-14,P0020,GH015,F02,Water,517.245853,0.0025,1.29,Shock response,Routine,0
2025-05-14,P0020,GH015,F02,Labor,1.970313236,28,55.17,Irrigation adjustment,Routine,0
2025-05-26,P0020,GH015,F02,Fertilizer,19.38042276,1.95,37.79,Irrigation adjustment,Routine,0
2025-05-26,P0020,GH015,F02,Pesticide,2.111246785,14,29.56,Irrigation adjustment,Response to alert,1
2025-05-26,P0020,GH015,F02,Water,702.0988972,0.0025,1.76,Routine,Routine,0
2025-05-26,P0020,GH015,F02,Labor,2.389961747,28,66.92,Routine,Routine,0
2025-05-26,P0020,GH015,F02,Energy,9.794751945,0.19,1.86,Growth phase,Routine,0
2025-06-04,P0020,GH015,F02,Fertilizer,20.83837741,1.95,40.63,Routine,Response to alert,1
2025-06-04,P0020,GH015,F02,Water,460.900527,0.0025,1.15,Pest response,Routine,0
2025-06-04,P0020,GH015,F02,Labor,2.2429433,28,62.8,Growth phase,Routine,0
2025-06-04,P0020,GH015,F02,Energy,25.81429661,0.19,4.9,Irrigation adjustment,Routine,0
2025-06-15,P0020,GH015,F02,Pesticide,1.905452131,14,26.68,Irrigation adjustment,Response to alert,1
2025-06-15,P0020,GH015,F02,Water,732.2987439,0.0025,1.83,Irrigation adjustment,Routine,0
2025-06-15,P0020,GH015,F02,Labor,2.229735721,28,62.43,Pest response,Routine,0
2025-06-15,P0020,GH015,F02,Energy,43.42761751,0.19,8.25,Growth phase,Routine,0
2025-06-18,P0020,GH015,F02,Fertilizer,16.63556057,1.95,32.44,Shock response,Routine,0
2025-06-18,P0020,GH015,F02,Pesticide,2.237116162,14,31.32,Pest response,Response to alert,1
2025-06-18,P0020,GH015,F02,Water,553.9820569,0.0025,1.38,Routine,Routine,0
2025-06-18,P0020,GH015,F02,Labor,1.533558022,28,42.94,Irrigation adjustment,Routine,0
2025-07-09,P0020,GH015,F02,Fertilizer,21.3489377,1.95,41.63,Pest response,Response to alert,1
2025-07-09,P0020,GH015,F02,Pesticide,1.348878235,14,18.88,Pest response,Response to alert,1
2025-07-09,P0020,GH015,F02,Water,785.5037842,0.0025,1.96,Growth phase,Routine,0
2025-07-09,P0020,GH015,F02,Labor,1.268846794,28,35.53,Shock response,Routine,0
2025-07-09,P0020,GH015,F02,Energy,34.85792928,0.19,6.62,Growth phase,Routine,0
2025-07-10,P0020,GH015,F02,Fertilizer,10.61363927,1.95,20.7,Shock response,Routine,0
2025-07-10,P0020,GH015,F02,Pesticide,1.603748447,14,22.45,Irrigation adjustment,Routine,0
2025-07-10,P0020,GH015,F02,Water,880.8604731,0.0025,2.2,Pest response,Routine,0
2025-07-10,P0020,GH015,F02,Labor,1.71296346,28,47.96,Routine,Routine,0
2025-08-25,P0020,GH015,F02,Fertilizer,22.2252907,1.95,43.34,Growth phase,Routine,0
2025-08-25,P0020,GH015,F02,Pesticide,1.381429007,14,19.34,Pest response,Routine,0
2025-08-25,P0020,GH015,F02,Water,861.7315049,0.0025,2.15,Pest response,Routine,0
2025-04-25,P0021,GH004,F01,Fertilizer,21.42978146,1.95,41.79,Irrigation adjustment,Routine,0
2025-04-25,P0021,GH004,F01,Pesticide,3.206227198,14,44.89,Shock response,Response to alert,1
2025-04-25,P0021,GH004,F01,Water,867.2067869,0.0025,2.17,Pest response,Routine,0
2025-04-25,P0021,GH004,F01,Labor,2.160760708,28,60.5,Pest response,Routine,0
2025-04-25,P0021,GH004,F01,Energy,34.02316408,0.19,6.46,Routine,Routine,0
2025-05-07,P0021,GH004,F01,Fertilizer,12.90754437,1.95,25.17,Growth phase,Response to alert,1
2025-05-07,P0021,GH004,F01,Pesticide,0.869791849,14,12.18,Shock response,Routine,0
2025-05-07,P0021,GH004,F01,Water,813.2266315,0.0025,2.03,Pest response,Routine,0
2025-05-07,P0021,GH004,F01,Energy,32.92911965,0.19,6.26,Routine,Routine,0
2025-05-16,P0021,GH004,F01,Fertilizer,14.16010801,1.95,27.61,Routine,Routine,0
2025-05-16,P0021,GH004,F01,Pesticide,0.1,14,1.4,Routine,Routine,0
2025-05-16,P0021,GH004,F01,Water,725.5695351,0.0025,1.81,Irrigation adjustment,Routine,0
2025-05-31,P0021,GH004,F01,Fertilizer,20.5810092,1.95,40.13,Shock response,Response to alert,1
2025-05-31,P0021,GH004,F01,Water,794.3067261,0.0025,1.99,Pest response,Routine,0
2025-05-31,P0021,GH004,F01,Energy,23.25641007,0.19,4.42,Routine,Routine,0
2025-06-02,P0021,GH004,F01,Fertilizer,9.302924695,1.95,18.14,Shock response,Response to alert,1
2025-06-02,P0021,GH004,F01,Pesticide,2.519657016,14,35.28,Irrigation adjustment,Response to alert,1
2025-06-02,P0021,GH004,F01,Water,442.6668937,0.0025,1.11,Irrigation adjustment,Routine,0
2025-06-02,P0021,GH004,F01,Labor,1.450530263,28,40.61,Shock response,Routine,0
2025-06-02,P0021,GH004,F01,Energy,33.0001219,0.19,6.27,Pest response,Routine,0
2025-06-11,P0021,GH004,F01,Pesticide,2.777684736,14,38.89,Shock response,Response to alert,1
2025-06-11,P0021,GH004,F01,Water,798.7697852,0.0025,2,Growth phase,Routine,0
2025-06-11,P0021,GH004,F01,Labor,2.025128377,28,56.7,Irrigation adjustment,Routine,0
2025-06-11,P0021,GH004,F01,Energy,27.95128823,0.19,5.31,Pest response,Routine,0
2025-06-19,P0021,GH004,F01,Fertilizer,22.83628396,1.95,44.53,Shock response,Routine,0
2025-06-19,P0021,GH004,F01,Pesticide,1.710179329,14,23.94,Irrigation adjustment,Response to alert,1
2025-06-19,P0021,GH004,F01,Energy,12.95159996,0.19,2.46,Routine,Routine,0
2025-07-01,P0021,GH004,F01,Fertilizer,12.6136274,1.95,24.6,Shock response,Routine,0
2025-07-01,P0021,GH004,F01,Pesticide,1.996271542,14,27.95,Irrigation adjustment,Routine,0
2025-07-01,P0021,GH004,F01,Water,579.9371948,0.0025,1.45,Shock response,Routine,0
2025-07-09,P0021,GH004,F01,Fertilizer,21.72060019,1.95,42.36,Irrigation adjustment,Routine,0
2025-07-09,P0021,GH004,F01,Water,653.9914923,0.0025,1.63,Shock response,Routine,0
2025-07-09,P0021,GH004,F01,Labor,1.970434625,28,55.17,Routine,Routine,0
2025-07-09,P0021,GH004,F01,Energy,39.64540702,0.19,7.53,Routine,Routine,0
2025-07-24,P0021,GH004,F01,Fertilizer,22.38710349,1.95,43.65,Growth phase,Response to alert,1
2025-07-24,P0021,GH004,F01,Pesticide,2.558606753,14,35.82,Pest response,Routine,0
2025-07-24,P0021,GH004,F01,Water,620.3446266,0.0025,1.55,Routine,Routine,0
2025-07-24,P0021,GH004,F01,Labor,3.001596486,28,84.04,Routine,Routine,0
2025-07-24,P0021,GH004,F01,Energy,32.29190714,0.19,6.14,Irrigation adjustment,Routine,0
2025-08-21,P0021,GH004,F01,Water,694.7181757,0.0025,1.74,Routine,Routine,0
2025-08-21,P0021,GH004,F01,Labor,1.56488195,28,43.82,Shock response,Routine,0
2025-08-29,P0021,GH004,F01,Fertilizer,21.70370978,1.95,42.32,Routine,Response to alert,1
2025-08-29,P0021,GH004,F01,Pesticide,2.363684944,14,33.09,Pest response,Response to alert,1
2025-08-29,P0021,GH004,F01,Water,593.1263029,0.0025,1.48,Pest response,Routine,0
2025-08-29,P0021,GH004,F01,Labor,1.538546562,28,43.08,Pest response,Routine,0
2025-08-29,P0021,GH004,F01,Energy,33.75603471,0.19,6.41,Routine,Routine,0
2025-04-02,P0022,GH017,F08,Fertilizer,17.7498978,1.95,34.61,Routine,Response to alert,1
2025-04-02,P0022,GH017,F08,Pesticide,2.067389606,14,28.94,Routine,Response to alert,1
2025-04-02,P0022,GH017,F08,Water,593.3420607,0.0025,1.48,Routine,Routine,0
2025-04-02,P0022,GH017,F08,Labor,1.97345181,28,55.26,Irrigation adjustment,Routine,0
2025-04-08,P0022,GH017,F08,Pesticide,2.004357181,14,28.06,Irrigation adjustment,Routine,0
2025-04-08,P0022,GH017,F08,Water,407.9974606,0.0025,1.02,Routine,Routine,0
2025-04-08,P0022,GH017,F08,Labor,0.87792251,28,24.58,Shock response,Routine,0
2025-05-02,P0022,GH017,F08,Pesticide,1.731708253,14,24.24,Pest response,Routine,0
2025-05-02,P0022,GH017,F08,Water,645.4009983,0.0025,1.61,Growth phase,Routine,0
2025-05-02,P0022,GH017,F08,Labor,0.868328691,28,24.31,Routine,Routine,0
2025-05-14,P0022,GH017,F08,Fertilizer,14.92237111,1.95,29.1,Irrigation adjustment,Routine,0
2025-05-14,P0022,GH017,F08,Pesticide,2.105559322,14,29.48,Routine,Response to alert,1
2025-05-14,P0022,GH017,F08,Water,473.5157275,0.0025,1.18,Pest response,Routine,0
2025-06-14,P0022,GH017,F08,Fertilizer,24.62464167,1.95,48.02,Irrigation adjustment,Response to alert,1
2025-06-14,P0022,GH017,F08,Water,555.5738282,0.0025,1.39,Pest response,Routine,0
2025-06-14,P0022,GH017,F08,Labor,1.537960479,28,43.06,Routine,Routine,0
2025-07-01,P0022,GH017,F08,Fertilizer,21.43947651,1.95,41.81,Routine,Response to alert,1
2025-07-01,P0022,GH017,F08,Water,884.168571,0.0025,2.21,Routine,Routine,0
2025-07-01,P0022,GH017,F08,Energy,39.06420528,0.19,7.42,Routine,Routine,0
2025-07-26,P0022,GH017,F08,Fertilizer,21.12074591,1.95,41.19,Routine,Response to alert,1
2025-07-26,P0022,GH017,F08,Pesticide,1.779777562,14,24.92,Shock response,Response to alert,1
2025-07-26,P0022,GH017,F08,Water,466.5069887,0.0025,1.17,Growth phase,Routine,0
2025-07-26,P0022,GH017,F08,Labor,2.565174423,28,71.82,Shock response,Routine,0
2025-08-03,P0022,GH017,F08,Fertilizer,6.626103328,1.95,12.92,Irrigation adjustment,Response to alert,1
2025-08-03,P0022,GH017,F08,Water,478.1870837,0.0025,1.2,Growth phase,Routine,0
2025-08-03,P0022,GH017,F08,Labor,1.332620748,28,37.31,Irrigation adjustment,Routine,0
2025-08-03,P0022,GH017,F08,Energy,33.6589916,0.19,6.4,Irrigation adjustment,Routine,0
2025-08-14,P0022,GH017,F08,Fertilizer,21.52281208,1.95,41.97,Shock response,Routine,0
2025-08-14,P0022,GH017,F08,Pesticide,1.478905682,14,20.7,Irrigation adjustment,Response to alert,1
2025-08-14,P0022,GH017,F08,Water,715.5414542,0.0025,1.79,Shock response,Routine,0
2025-08-14,P0022,GH017,F08,Energy,25.46138569,0.19,4.84,Shock response,Routine,0
2025-08-18,P0022,GH017,F08,Fertilizer,23.140749,1.95,45.12,Irrigation adjustment,Response to alert,1
2025-08-18,P0022,GH017,F08,Pesticide,2.141206232,14,29.98,Growth phase,Routine,0
2025-08-18,P0022,GH017,F08,Water,734.3741997,0.0025,1.84,Irrigation adjustment,Routine,0
2025-08-18,P0022,GH017,F08,Energy,31.59827256,0.19,6,Growth phase,Routine,0
2025-02-25,P0023,GH016,F05,Fertilizer,12.85474263,1.95,25.07,Routine,Response to alert,1
2025-02-25,P0023,GH016,F05,Water,834.6201764,0.0025,2.09,Growth phase,Routine,0
2025-02-25,P0023,GH016,F05,Labor,1.111440596,28,31.12,Pest response,Routine,0
2025-03-29,P0023,GH016,F05,Fertilizer,17.14986703,1.95,33.44,Routine,Response to alert,1
2025-03-29,P0023,GH016,F05,Water,453.5026781,0.0025,1.13,Shock response,Routine,0
2025-03-29,P0023,GH016,F05,Labor,1.586484181,28,44.42,Pest response,Routine,0
2025-03-29,P0023,GH016,F05,Energy,32.01211196,0.19,6.08,Irrigation adjustment,Routine,0
2025-04-22,P0023,GH016,F05,Fertilizer,15.8532291,1.95,30.91,Growth phase,Response to alert,1
2025-04-22,P0023,GH016,F05,Pesticide,2.275123229,14,31.85,Shock response,Routine,0
2025-04-22,P0023,GH016,F05,Water,685.369199,0.0025,1.71,Routine,Routine,0
2025-04-22,P0023,GH016,F05,Labor,0.48932766,28,13.7,Routine,Routine,0
2025-04-22,P0023,GH016,F05,Energy,34.41898877,0.19,6.54,Growth phase,Routine,0
2025-05-18,P0023,GH016,F05,Fertilizer,15.20808163,1.95,29.66,Growth phase,Response to alert,1
2025-05-18,P0023,GH016,F05,Pesticide,2.079154136,14,29.11,Pest response,Routine,0
2025-05-18,P0023,GH016,F05,Water,583.6359874,0.0025,1.46,Pest response,Routine,0
2025-05-18,P0023,GH016,F05,Labor,1.171936083,28,32.81,Irrigation adjustment,Routine,0
2025-06-02,P0023,GH016,F05,Fertilizer,23.37131853,1.95,45.57,Shock response,Routine,0
2025-06-02,P0023,GH016,F05,Water,504.2518689,0.0025,1.26,Routine,Routine,0
2025-06-02,P0023,GH016,F05,Labor,1.468809561,28,41.13,Routine,Routine,0
2025-06-02,P0023,GH016,F05,Energy,40.37214377,0.19,7.67,Routine,Routine,0
2025-06-14,P0023,GH016,F05,Fertilizer,21.48972432,1.95,41.9,Pest response,Routine,0
2025-06-14,P0023,GH016,F05,Pesticide,2.662538675,14,37.28,Shock response,Response to alert,1
2025-06-14,P0023,GH016,F05,Water,746.5482117,0.0025,1.87,Growth phase,Routine,0
2025-06-14,P0023,GH016,F05,Labor,2.270121333,28,63.56,Shock response,Routine,0
2025-06-14,P0023,GH016,F05,Energy,21.17885134,0.19,4.02,Shock response,Routine,0
